concept,label,value,numeric_value,unit,scale,period_start,period_end,period_type,fiscal_year,fiscal_period,filing_date,form_type,accession,data_quality,confidence_score,is_audited,is_estimated,statement_type
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",2126000000.0,2126000000.0,USD,,,2017-09-30,instant,2018,Q1,2017-10-26,10-Q,0001564590-17-020171,high,0.9,False,False,
us-gaap:DeferredRevenueRevenueRecognized1,"Deferred Revenue, Revenue Recognized",12740000000.0,12740000000.0,USD,,2017-07-01,2017-09-30,duration,2018,Q1,2017-10-26,10-Q,0001564590-17-020171,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,-1807000000.0,-1807000000.0,USD,,2016-07-01,2016-09-30,duration,2018,Q1,2017-10-26,10-Q,0001564590-17-020171,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,-1806000000.0,-1806000000.0,USD,,2017-07-01,2017-09-30,duration,2018,Q1,2017-10-26,10-Q,0001564590-17-020171,high,0.9,False,False,
us-gaap:RevenueRemainingPerformanceObligation,"Revenue, Remaining Performance Obligation, Amount",59000000000.0,59000000000.0,USD,,,2017-09-30,instant,2018,Q1,2017-10-26,10-Q,0001564590-17-020171,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",14968000000.0,14968000000.0,USD,,2016-07-01,2016-09-30,duration,2018,Q1,2017-10-26,10-Q,0001564590-17-020171,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",14298000000.0,14298000000.0,USD,,2017-07-01,2017-09-30,duration,2018,Q1,2017-10-26,10-Q,0001564590-17-020171,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",21928000000.0,21928000000.0,USD,,2016-07-01,2016-09-30,duration,2018,Q1,2017-10-26,10-Q,0001564590-17-020171,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",24538000000.0,24538000000.0,USD,,2017-07-01,2017-09-30,duration,2018,Q1,2017-10-26,10-Q,0001564590-17-020171,high,0.9,False,False,IncomeStatement
us-gaap:ContractWithCustomerLiabilityRevenueRecognized,"Contract with Customer, Liability, Revenue Recognized",55078000000.0,55078000000.0,USD,,2017-07-01,2018-06-30,duration,2018,FY,2018-08-03,10-K,0001564590-18-019062,high,0.9,True,False,
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",91154000000.0,91154000000.0,USD,,2015-07-01,2016-06-30,duration,2018,FY,2018-08-03,10-K,0001564590-18-019062,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",21928000000.0,21928000000.0,USD,,2016-07-02,2016-09-30,duration,2018,FY,2018-08-03,10-K,0001564590-18-019062,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",25826000000.0,25826000000.0,USD,,2016-10-01,2016-12-31,duration,2018,FY,2018-08-03,10-K,0001564590-18-019062,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",23212000000.0,23212000000.0,USD,,2017-01-01,2017-03-31,duration,2018,FY,2018-08-03,10-K,0001564590-18-019062,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",96571000000.0,96571000000.0,USD,,2016-07-01,2017-06-30,duration,2018,FY,2018-08-03,10-K,0001564590-18-019062,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",25605000000.0,25605000000.0,USD,,2017-04-01,2017-06-30,duration,2018,FY,2018-08-03,10-K,0001564590-18-019062,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",24538000000.0,24538000000.0,USD,,2017-07-01,2017-09-30,duration,2018,FY,2018-08-03,10-K,0001564590-18-019062,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",28918000000.0,28918000000.0,USD,,2017-10-01,2017-12-31,duration,2018,FY,2018-08-03,10-K,0001564590-18-019062,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",26819000000.0,26819000000.0,USD,,2018-01-01,2018-03-31,duration,2018,FY,2018-08-03,10-K,0001564590-18-019062,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",110360000000.0,110360000000.0,USD,,2017-07-01,2018-06-30,duration,2018,FY,2018-08-03,10-K,0001564590-18-019062,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",30085000000.0,30085000000.0,USD,,2018-04-01,2018-06-30,duration,2018,FY,2018-08-03,10-K,0001564590-18-019062,high,0.9,True,False,IncomeStatement
us-gaap:RevenueRemainingPerformanceObligation,"Revenue, Remaining Performance Obligation, Amount",73000000000.0,73000000000.0,USD,,,2018-06-30,instant,2018,FY,2018-08-03,10-K,0001564590-18-019062,high,0.9,True,False,
us-gaap:RevenueRemainingPerformanceObligationPercentage,"Revenue, Remaining Performance Obligation, Percentage",0.6,0.6,number,,,2018-06-30,instant,2018,FY,2018-08-03,10-K,0001564590-18-019062,high,0.9,True,False,
us-gaap:CostOfRevenue,Cost of Revenue,24801000000.0,24801000000.0,USD,,2015-07-01,2016-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,7722000000.0,7722000000.0,USD,,2016-01-01,2016-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,25805000000.0,25805000000.0,USD,,2016-07-01,2017-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,8060000000.0,8060000000.0,USD,,2017-01-01,2017-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,33909000000.0,33909000000.0,USD,,,2016-06-30,instant,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,35733000000.0,35733000000.0,USD,,,2017-03-31,instant,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",27468000000.0,27468000000.0,USD,,,2016-06-30,instant,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",26518000000.0,26518000000.0,USD,,,2017-03-31,instant,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",6441000000.0,6441000000.0,USD,,,2016-06-30,instant,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",9215000000.0,9215000000.0,USD,,,2017-03-31,instant,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,36066000000.0,36066000000.0,USD,,2015-07-01,2016-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,13073000000.0,13073000000.0,USD,,2016-01-01,2016-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,42719000000.0,42719000000.0,USD,,2016-07-01,2017-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,15995000000.0,15995000000.0,USD,,2017-01-01,2017-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,35494000000.0,35494000000.0,USD,,2015-07-01,2016-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,12210000000.0,12210000000.0,USD,,2016-01-01,2016-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,41490000000.0,41490000000.0,USD,,2016-07-01,2017-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,14941000000.0,14941000000.0,USD,,2017-01-01,2017-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",47514000000.0,47514000000.0,USD,,2015-07-01,2016-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",14321000000.0,14321000000.0,USD,,2016-01-01,2016-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",43421000000.0,43421000000.0,USD,,2016-07-01,2017-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",13391000000.0,13391000000.0,USD,,2017-01-01,2017-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",64706000000.0,64706000000.0,USD,,2015-07-01,2016-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20531000000.0,20531000000.0,USD,,2016-01-01,2016-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",66633000000.0,66633000000.0,USD,,2016-07-01,2017-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",22090000000.0,22090000000.0,USD,,2017-01-01,2017-03-31,duration,2017,Q3,2017-04-27,10-Q,0001564590-17-007547,high,0.9,False,False,IncomeStatement
us-gaap:BusinessAcquisitionsProFormaRevenue,"Business Acquisition, Pro Forma Revenue",45739000000.0,45739000000.0,USD,,2015-07-01,2015-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:BusinessAcquisitionsProFormaRevenue,"Business Acquisition, Pro Forma Revenue",24629000000.0,24629000000.0,USD,,2015-10-01,2015-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:BusinessAcquisitionsProFormaRevenue,"Business Acquisition, Pro Forma Revenue",46271000000.0,46271000000.0,USD,,2016-07-01,2016-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:BusinessAcquisitionsProFormaRevenue,"Business Acquisition, Pro Forma Revenue",24866000000.0,24866000000.0,USD,,2016-10-01,2016-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:CostOfRevenue,Cost of Revenue,17079000000.0,17079000000.0,USD,,2015-07-01,2015-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,9872000000.0,9872000000.0,USD,,2015-10-01,2015-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,17745000000.0,17745000000.0,USD,,2016-07-01,2016-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,9901000000.0,9901000000.0,USD,,2016-10-01,2016-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,33909000000.0,33909000000.0,USD,,,2016-06-30,instant,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,34680000000.0,34680000000.0,USD,,,2016-12-31,instant,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",27468000000.0,27468000000.0,USD,,,2016-06-30,instant,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",26085000000.0,26085000000.0,USD,,,2016-12-31,instant,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",6441000000.0,6441000000.0,USD,,,2016-06-30,instant,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",8595000000.0,8595000000.0,USD,,,2016-12-31,instant,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,22993000000.0,22993000000.0,USD,,2015-07-01,2015-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,12570000000.0,12570000000.0,USD,,2015-10-01,2015-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,26724000000.0,26724000000.0,USD,,2016-07-01,2016-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,14141000000.0,14141000000.0,USD,,2016-10-01,2016-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,23284000000.0,23284000000.0,USD,,2015-07-01,2015-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,11929000000.0,11929000000.0,USD,,2015-10-01,2015-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,26549000000.0,26549000000.0,USD,,2016-07-01,2016-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,13645000000.0,13645000000.0,USD,,2016-10-01,2016-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",33193000000.0,33193000000.0,USD,,2015-07-01,2015-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",17974000000.0,17974000000.0,USD,,2015-10-01,2015-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",30030000000.0,30030000000.0,USD,,2016-07-01,2016-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",16537000000.0,16537000000.0,USD,,2016-10-01,2016-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",44175000000.0,44175000000.0,USD,,2015-07-01,2015-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",23796000000.0,23796000000.0,USD,,2015-10-01,2015-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",44543000000.0,44543000000.0,USD,,2016-07-01,2016-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",24090000000.0,24090000000.0,USD,,2016-10-01,2016-12-31,duration,2017,Q2,2017-01-26,10-Q,0001564590-17-000654,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,7207000000.0,7207000000.0,USD,,2015-07-01,2015-09-30,duration,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,7844000000.0,7844000000.0,USD,,2016-07-01,2016-09-30,duration,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,33909000000.0,33909000000.0,USD,,,2016-06-30,instant,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,33588000000.0,33588000000.0,USD,,,2016-09-30,instant,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",27468000000.0,27468000000.0,USD,,,2016-06-30,instant,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",26304000000.0,26304000000.0,USD,,,2016-09-30,instant,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",6441000000.0,6441000000.0,USD,,,2016-06-30,instant,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",7284000000.0,7284000000.0,USD,,,2016-09-30,instant,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,10423000000.0,10423000000.0,USD,,2015-07-01,2015-09-30,duration,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,12583000000.0,12583000000.0,USD,,2016-07-01,2016-09-30,duration,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,11355000000.0,11355000000.0,USD,,2015-07-01,2015-09-30,duration,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,12904000000.0,12904000000.0,USD,,2016-07-01,2016-09-30,duration,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",15219000000.0,15219000000.0,USD,,2015-07-01,2015-09-30,duration,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",13493000000.0,13493000000.0,USD,,2016-07-01,2016-09-30,duration,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20379000000.0,20379000000.0,USD,,2015-07-01,2015-09-30,duration,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20453000000.0,20453000000.0,USD,,2016-07-01,2016-09-30,duration,2017,Q1,2016-10-20,10-Q,0001193125-16-742796,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,33038000000.0,33038000000.0,USD,,2014-07-01,2015-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,32780000000.0,32780000000.0,USD,,2015-07-01,2016-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,34261000000.0,34261000000.0,USD,,2016-07-01,2017-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,33909000000.0,33909000000.0,USD,,,2016-06-30,instant,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:DeferredRevenue,Deferred Revenue,44479000000.0,44479000000.0,USD,,,2017-06-30,instant,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",27468000000.0,27468000000.0,USD,,,2016-06-30,instant,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",34102000000.0,34102000000.0,USD,,,2017-06-30,instant,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",6441000000.0,6441000000.0,USD,,,2016-06-30,instant,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",10377000000.0,10377000000.0,USD,,,2017-06-30,instant,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,45072000000.0,45072000000.0,USD,,2014-07-01,2015-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,57072000000.0,57072000000.0,USD,,2015-07-01,2016-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,67711000000.0,67711000000.0,USD,,2016-07-01,2017-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,44920000000.0,44920000000.0,USD,,2014-07-01,2015-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,48498000000.0,48498000000.0,USD,,2015-07-01,2016-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,57735000000.0,57735000000.0,USD,,2016-07-01,2017-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",75956000000.0,75956000000.0,USD,,2014-07-01,2015-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",61502000000.0,61502000000.0,USD,,2015-07-01,2016-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",57190000000.0,57190000000.0,USD,,2016-07-01,2017-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",93580000000.0,93580000000.0,USD,,2014-07-01,2015-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20379000000.0,20379000000.0,USD,,2015-07-01,2015-09-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",23796000000.0,23796000000.0,USD,,2015-10-01,2015-12-31,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20531000000.0,20531000000.0,USD,,2016-01-01,2016-03-31,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",85320000000.0,85320000000.0,USD,,2015-07-01,2016-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20614000000.0,20614000000.0,USD,,2016-04-01,2016-06-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20453000000.0,20453000000.0,USD,,2016-07-01,2016-09-30,duration,2017,FY,2017-08-02,10-K,0001564590-17-014900,high,0.9,True,False,IncomeStatement
