concept,label,value,numeric_value,unit,scale,period_start,period_end,period_type,fiscal_year,fiscal_period,filing_date,form_type,accession,data_quality,confidence_score,is_audited,is_estimated,statement_type
us-gaap:EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToEntitysCountryOfDomicile,"Disclosure on Geographic Areas, Revenue from External Customers Attributed to Entity's Country of Domicile (Deprecated 2013-01-31)",33052000000.0,33052000000.0,USD,,2008-07-01,2009-06-30,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToEntitysCountryOfDomicile,"Disclosure on Geographic Areas, Revenue from External Customers Attributed to Entity's Country of Domicile (Deprecated 2013-01-31)",36173000000.0,36173000000.0,USD,,2009-07-01,2010-06-30,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,"Disclosure on Geographic Areas, Revenue from External Customers Attributed to Foreign Countries (Deprecated 2013-01-31)",24492000000.0,24492000000.0,USD,,2007-07-01,2008-06-30,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,"Disclosure on Geographic Areas, Revenue from External Customers Attributed to Foreign Countries (Deprecated 2013-01-31)",25385000000.0,25385000000.0,USD,,2008-07-01,2009-06-30,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,"Disclosure on Geographic Areas, Revenue from External Customers Attributed to Foreign Countries (Deprecated 2013-01-31)",26311000000.0,26311000000.0,USD,,2009-07-01,2010-06-30,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:Revenues,Revenues,13762000000.0,13762000000.0,USD,,2007-07-01,2007-09-30,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:Revenues,Revenues,16367000000.0,16367000000.0,USD,,2007-10-01,2007-12-31,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:Revenues,Revenues,14454000000.0,14454000000.0,USD,,2008-01-01,2008-03-31,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:Revenues,Revenues,60420000000.0,60420000000.0,USD,,2007-07-01,2008-06-30,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:Revenues,Revenues,15837000000.0,15837000000.0,USD,,2008-04-01,2008-06-30,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:Revenues,Revenues,15061000000.0,15061000000.0,USD,,2008-07-01,2008-09-30,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:Revenues,Revenues,16629000000.0,16629000000.0,USD,,2008-10-01,2008-12-31,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:Revenues,Revenues,13648000000.0,13648000000.0,USD,,2009-01-01,2009-03-31,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:Revenues,Revenues,58437000000.0,58437000000.0,USD,,2008-07-01,2009-06-30,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:Revenues,Revenues,13099000000.0,13099000000.0,USD,,2009-04-01,2009-06-30,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:Revenues,Revenues,12920000000.0,12920000000.0,USD,,2009-07-01,2009-09-30,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
us-gaap:Revenues,Revenues,19022000000.0,19022000000.0,USD,,2009-10-01,2009-12-31,duration,2010,FY,2010-07-30,10-K,0001193125-10-171791,high,0.9,True,False,
